"","zip","year","REST","SHUT","IRSO","Total_Pop","White","Black","Native","Asian","Latino","HIPI","Other","TWOPLUS","Utils_Incl","MHI","TotalHH","TotalOwn","TotalRent","WhiteOwn","WhiteRent","BlackOwn","BlackRent","HispOwn","HispRent","MedYrBlt","RenYrBlt","OwnYrBlt","shutoffs_1000p","shutoffs_HH","Prc_W","Prc_Blk","Prc_Hisp","Prc_W_Own","Prc_B_Own","Prc_Hisp_Own","Prc_Utils_Incl","Prc_Rnt","Prc_Own","Prc_NonW","Prc_NonW_Own","log_Prc_NonW","log_NonW_Own","log_shut","log_MHI"
"11",60611,2011,0,4,1,29026,22818,923,23,4332,1363,0,424,506,9448,87094,19018,9570,9448,8266,6682,236,289,309,610,1979,1982,1974,0.137807482946324,0.000210327058576086,0.786122786467305,0.0317990766898643,0.0469578998139599,0.434640866547481,0.0124092964559891,0.0162477652750026,1,0.496792512356715,0.503207487643285,0.213877213532695,0.565359133452519,-1.54235319716725,-0.570294115336459,1.38629436111989,11.3747432741303
"12",60612,2011,103,308,221,35584,9166,22382,37,1827,4031,0,1630,542,8982,35120,13179,4197,8982,2141,1702,1487,6466,600,788,1953,1960,1939,8.65557553956834,0.0233705136960316,0.257587679856115,0.628990557553957,0.11328125,0.162455421503908,0.112831019045451,0.045526974732529,1,0.681538811745959,0.318461188254041,0.742412320143885,0.837544578496092,-0.297850502626445,-0.177280788644443,5.73009978297357,10.4665260477491
"13",60613,2011,14,13,17,49201,40289,3258,87,3369,4866,0,1031,1167,15668,65118,26915,11247,15668,9792,12524,217,1449,671,1561,1949,1950,1946,0.264222271905043,0.000483002043470184,0.81886547021402,0.066218166297433,0.0989004288530721,0.36381200074308,0.00806241872561769,0.0249303362437303,1,0.582128924391603,0.417871075608397,0.18113452978598,0.63618799925692,-1.70851526531003,-0.452261163006086,2.56494935746154,11.0839562876741
"14",60614,2011,11,51,25,67203,58369,2708,154,3867,4485,0,966,1139,18206,86763,33432,15226,18206,13947,15378,173,1078,467,954,1963,1953,1972,0.758894692201241,0.00152548456568557,0.868547535080279,0.0402958201270777,0.0667380920494621,0.417175161521895,0.00517468293850203,0.0139686527877483,1,0.544568078487677,0.455431921512324,0.131452464919721,0.582824838478105,-2.02910997621545,-0.539868586354942,3.93182563272433,11.3709355424896
"15",60615,2011,26,67,89,41462,11159,25569,148,2578,2496,0,904,1104,13790,39133,20099,6309,13790,2098,3039,3672,9324,244,503,1946,1950,1939,1.61593748492596,0.00333349917906364,0.269138005884907,0.616685157493609,0.0601997009309729,0.104383302651873,0.182695656500323,0.0121399074580825,1,0.686103786258023,0.313896213741977,0.730861994115093,0.895616697348127,-0.313530627595764,-0.110242750675047,4.20469261939097,10.5747213797842
"16",60616,2011,17,85,51,48994,14215,12502,98,18286,5077,161,2302,1430,13236,42218,21123,7887,13236,3295,3084,1541,5482,676,803,1963,1960,1975,1.73490631505899,0.00402404961416465,0.290137567865453,0.255174102951382,0.103624933665347,0.155991099749089,0.0729536524167969,0.0320030298726507,1,0.626615537565687,0.373384462434313,0.709862432134547,0.844008900250911,-0.342684085277172,-0.169592239120796,4.44265125649032,10.650601949366
"17",60617,2011,158,482,811,84882,28362,46524,106,250,31696,111,8244,1285,11782,38827,28868,17086,11782,5791,2825,9833,7646,4974,3584,1947,1942,1949,5.67847128955491,0.0166966883746709,0.33413444546547,0.548102071110483,0.373412502061686,0.200602743522239,0.340619370929749,0.172301510322849,1,0.408133573506997,0.591866426493003,0.66586555453453,0.799397256477761,-0.406667498888526,-0.223897264687585,6.1779441140506,10.5668711598904
"18",60618,2011,98,240,148,97389,70518,2639,368,4608,46053,0,16775,2481,18838,56935,35534,16696,18838,13615,13764,89,971,5030,7579,1939,1939,1939,2.46434402242553,0.00675409466989362,0.724085882389181,0.0270975161465874,0.472876813603179,0.38315416221084,0.00250464344008555,0.141554567456521,1,0.5301401474644,0.4698598525356,0.275914117610819,0.61684583778916,-1.28766562976456,-0.4831361440125,5.48063892334199,10.9496655452447
"19",60619,2011,181,437,835,66254,498,64697,77,100,571,0,81,801,14891,34773,26922,12031,14891,103,99,11666,14575,102,107,1943,1943,1944,6.59582817641199,0.0162320778545428,0.00751652730401183,0.976499532103722,0.00861834757146738,0.0038258673204071,0.43332590446475,0.00378872297749053,1,0.553116410370701,0.446883589629299,0.992483472695988,0.996174132679593,-0.00754491875491887,-0.00383320467124981,6.07993319509559,10.4565965025569
"20",60620,2011,114,374,570,74245,645,72649,208,86,678,0,78,579,13426,33301,25646,12220,13426,46,51,12063,13201,38,113,1944,1943,1946,5.03737625429322,0.0145831708648522,0.0086874537005859,0.978503602936225,0.00913192807596471,0.00179365203150589,0.470365749044685,0.00148171254776573,1,0.523512438586914,0.476487561413086,0.991312546299414,0.998206347968494,-0.00872540961319423,-0.00179526255140722,5.92425579741453,10.4133427055477
"21",60621,2011,104,583,709,34418,380,33491,86,25,350,0,202,234,8507,19623,11871,3364,8507,25,30,3296,8326,34,86,1943,1948,1939,16.9388110872218,0.0491112795889142,0.0110407344993899,0.973066418734383,0.0101690975652275,0.0021059725381181,0.277651419425491,0.00286412265184062,1,0.716620335270828,0.283379664729172,0.98895926550061,0.997894027461882,-0.011102135770234,-0.00210819321662346,6.36818718635049,9.88445762662932
"22",60622,2011,80,138,105,54676,40685,4748,144,1863,15881,0,6040,1196,14653,67493,23608,8955,14653,7492,11273,420,1274,1511,3740,1939,1939,1942,2.52395932401785,0.00584547610979329,0.744110761577292,0.0868388323944692,0.290456507425562,0.317350050830227,0.0177905794645883,0.0640037275499831,1,0.620679430701457,0.379320569298543,0.255889238422708,0.682649949169773,-1.36301059053926,-0.381773070311537,4.92725368515721,11.1197791677793
"23",60623,2011,165,644,524,85203,41536,29174,205,145,53493,0,13488,655,15779,29736,23478,7699,15779,4038,6810,2192,6730,5100,8680,1939,1939,1939,7.55841930448458,0.0274299344066786,0.487494571787378,0.342405783833903,0.627830005985705,0.171990799897777,0.0933640003407445,0.217224635829287,1,0.672075986029474,0.327924013970526,0.512505428212622,0.828009200102223,-0.668443976391281,-0.188731013424037,6.46769872610435,10.3001137119771
"24",60624,2011,110,644,323,39398,861,37891,51,37,762,0,362,196,8978,22511,12306,3328,8978,152,133,3123,8749,28,126,1939,1939,1939,16.3460074115437,0.0523321956769056,0.0218539012132596,0.961749327377024,0.019341083303721,0.0123516983585243,0.253778644563627,0.00227531285551763,1,0.729562814887047,0.270437185112953,0.97814609878674,0.987648301641476,-0.0220962348416712,-0.0124286146051351,6.46769872610435,10.0217593576142
"25",60625,2011,53,138,49,78685,41229,3409,263,10335,30870,94,20894,2461,17725,55000,28702,10977,17725,8455,10206,127,955,1844,6048,1939,1939,1939,1.75382855690411,0.00480802731516967,0.523975344728983,0.0433246489165661,0.392323822837898,0.294578774998258,0.00442477876106195,0.0642463939795136,1,0.617552783778134,0.382447216221866,0.476024655271017,0.705421225001742,-0.742285629304273,-0.348960172319361,4.92725368515721,10.9150884642146
"26",60626,2011,12,48,40,52007,27873,13960,118,3983,11957,14,4137,1922,15686,38056,22096,6410,15686,4852,8502,782,4998,664,2921,1939,1939,1939,0.922952679446998,0.00217233888486604,0.535947084046378,0.268425404272502,0.229911358086411,0.219587255611875,0.0353910209992759,0.0300506879073135,1,0.709902244750181,0.290097755249819,0.464052915953622,0.780412744388125,-0.767756690254796,-0.247932339782048,3.87120101090789,10.5468140381121
"27",60628,2011,175,886,1347,74001,2627,69826,47,240,2147,0,618,643,10463,39002,24652,14189,10463,502,362,13359,9955,261,299,1949,1946,1950,11.9728111782273,0.0359402888203797,0.035499520276753,0.943581843488602,0.0290131214443048,0.0203634593542106,0.541903293850397,0.0105873762777868,1,0.424428038293039,0.575571961706961,0.964500479723247,0.979636540645789,-0.0361449492562312,-0.020573653001415,6.78671695060508,10.5713682058482
"28",60629,2011,135,382,410,111893,37025,27633,552,847,72741,0,43562,2274,12081,40698,30135,18054,12081,7996,2513,2872,6173,11047,4815,1952,1951,1952,3.41397585192997,0.0126762900282064,0.330896481459966,0.246959148472201,0.650094286505858,0.265339306454289,0.0953044632487141,0.366583706653393,1,0.400895968143355,0.599104031856645,0.669103518540034,0.734660693545711,-0.40181649459109,-0.308346527792919,5.94542060860658,10.6139342301741
"29",60630,2011,56,101,94,56909,41675,655,236,5536,14605,0,7036,1771,7411,56590,20699,13288,7411,11166,5482,69,172,1862,1923,1941,1939,1943,1.7747632184716,0.00487946277597952,0.73230947653271,0.0115096030504841,0.256637790156214,0.539446350065221,0.00333349437170878,0.0899560365235035,1,0.358036620126576,0.641963379873424,0.26769052346729,0.460553649934779,-1.31792372890577,-0.775325926414212,4.61512051684126,10.9435875701366
"30",60631,2011,9,27,34,29126,26738,243,71,648,3003,0,916,510,2420,78015,11631,9211,2420,8872,2159,39,0,407,248,1953,1959,1952,0.927006798049852,0.00232138251225174,0.918011398750258,0.00834306118244867,0.103103756094211,0.762789098099905,0.00335310807325251,0.0349926919439429,1,0.208064654801823,0.791935345198177,0.0819886012497425,0.237210901900095,-2.50117505053003,-1.43880565212175,3.29583686600433,11.2646563948753
"31",60632,2011,124,309,240,90911,57004,1652,250,3763,75546,0,27479,763,10771,39554,23541,12770,10771,8472,6794,75,436,8680,9091,1939,1939,1943,3.39892862249893,0.0131260354275519,0.627030832352521,0.0181716183960137,0.830988549240466,0.359882757741812,0.00318593092901746,0.368718406184954,1,0.457542160485961,0.542457839514039,0.372969167647479,0.640117242258188,-0.986259523217407,-0.446103928377429,5.73334127689775,10.585422105882
"32",60633,2011,10,32,32,13757,8569,3821,48,105,5675,0,850,364,1543,42205,4989,3446,1543,2580,757,625,703,968,546,1959,1960,1959,2.32608853674493,0.00641411104429745,0.622882895980228,0.277749509340699,0.412517263938359,0.517137702946482,0.125275606333935,0.194026859089998,1,0.309280416917218,0.690719583082782,0.377117104019772,0.482862297053518,-0.975199519024661,-0.728023765246166,3.46573590279973,10.6502939764178
"33",60634,2011,82,184,122,73251,56006,1084,119,2921,25054,69,11312,1740,7319,56500,25231,17912,7319,15302,5792,137,150,4013,1972,1948,1951,1948,2.51191110018976,0.0072926162260711,0.76457659281102,0.0147984327859005,0.342029460348664,0.606476160279022,0.00542982838571598,0.159050374539257,1,0.290079663905513,0.709920336094487,0.23542340718898,0.393523839720978,-1.44636965329232,-0.932613629170786,5.21493575760899,10.9419959171345
"34",60636,2011,120,651,776,40068,1127,37847,21,44,1223,0,507,522,6196,26218,11814,5618,6196,128,117,5344,5954,144,98,1939,1939,1939,16.2473794549266,0.0551041137633316,0.0281271837875611,0.944569232305081,0.03052311071179,0.010834603013374,0.452344675808363,0.0121889283900457,1,0.524462502116133,0.475537497883867,0.971872816212439,0.989165396986626,-0.0285303306010484,-0.0108937247527981,6.47850964220857,10.1742014767578
"35",60637,2011,67,229,343,47110,7610,36676,104,1866,849,7,182,665,13900,27167,18842,4942,13900,1468,1377,3029,11903,90,185,1946,1948,1939,4.8609637019741,0.012153699182677,0.16153682869879,0.778518361282106,0.0180216514540437,0.077911049782401,0.160757881328946,0.00477656299755865,1,0.737713618511835,0.262286381488165,0.83846317130121,0.922088950217599,-0.176184620804874,-0.0811135847887473,5.43372200355424,10.2097582804242
"36",60638,2011,68,140,86,54733,41117,2216,97,583,21596,0,9202,1518,3775,59529,19620,15845,3775,13313,2768,563,147,4286,1307,1958,1963,1957,2.55787185062028,0.00713557594291539,0.751228692013959,0.0404874572926754,0.394570003471398,0.678542303771662,0.0286952089704383,0.218450560652396,1,0.192405708460754,0.807594291539246,0.248771307986041,0.321457696228338,-1.39122124636667,-1.1348893264557,4.9416424226093,10.9942188677534
"37",60639,2011,157,359,253,90763,27476,16135,183,611,67893,13,45162,1183,14612,38997,25448,10836,14612,3951,4481,1837,3287,7238,9804,1939,1939,1939,3.95535625750581,0.014107198994027,0.302722475017353,0.177770677478708,0.74802507629761,0.155257780572147,0.0721864193649796,0.284423137378183,1,0.574190506130148,0.425809493869852,0.697277524982647,0.844742219427853,-0.360571776763723,-0.168723763932844,5.88332238848828,10.5712399990761
"38",60640,2011,10,54,26,65198,38295,12268,303,8495,8514,0,3536,2301,23111,47132,34071,10960,23111,8930,12826,467,5658,595,2316,1939,1939,1939,0.82824626522286,0.00158492559654838,0.587364643087211,0.188165281143593,0.130586827816804,0.262099732910687,0.0137066713627425,0.0174635320360424,1,0.678318804848698,0.321681195151302,0.412635356912789,0.737900267089314,-0.885190989062494,-0.303946602959197,3.98898404656427,10.7607074548332
"39",60641,2011,77,142,133,71294,42401,1889,218,3102,37885,77,21485,2122,12276,47232,24432,12156,12276,8894,8059,61,596,4399,5271,1939,1939,1939,1.99175246163773,0.0058120497707924,0.594734479759868,0.0264959183100962,0.531391140909473,0.364030779305828,0.00249672560576293,0.180050753110675,1,0.5024557956778,0.4975442043222,0.405265520240132,0.635969220694172,-0.903212821159829,-0.452605111948048,4.95582705760126,10.7628269079601
"40",60642,2011,15,43,17,18743,13396,2471,101,1051,4300,0,1230,494,5592,68934,9000,3408,5592,2823,3894,39,1016,560,987,1958,1952,1991,2.29418983087019,0.00477777777777778,0.714720162193886,0.131835885397215,0.229418983087019,0.313666666666667,0.00433333333333333,0.0622222222222222,1,0.621333333333333,0.378666666666667,0.285279837806114,0.686333333333333,-1.25428469341025,-0.376391860622457,3.76120011569356,11.1409048040814
"41",60643,2011,110,283,334,49842,12366,36351,63,169,1319,0,239,654,4155,61851,17680,13525,4155,3797,632,9466,3409,290,42,1949,1953,1948,5.67794229766061,0.0160067873303167,0.248104008667389,0.729324665944384,0.0264636250551744,0.214762443438914,0.535407239819005,0.0164027149321267,1,0.235011312217195,0.764988687782805,0.751895991332611,0.785237556561086,-0.285157273996048,-0.241768987156832,5.64544689764324,11.0324835458387
"42",60644,2011,113,478,244,47133,1627,44635,41,132,1442,0,572,126,11760,26520,16033,4273,11760,222,177,3924,11475,161,129,1939,1939,1939,10.1415144378673,0.029813509636375,0.0345193388920714,0.947001039611313,0.0305942757728131,0.0138464417139649,0.244745212998191,0.0100417888105782,1,0.733487182685711,0.266512817314289,0.965480661107929,0.986153558286035,-0.035129207238635,-0.0139431978786922,6.16961073249146,10.1856544442998
"43",60645,2011,40,63,22,45977,26061,7756,173,7213,9832,8,3442,1324,7374,48169,15501,8127,7374,6199,3461,620,2033,785,1750,1949,1943,1952,1.37025034256259,0.00406425391910199,0.566826891706723,0.168693042173261,0.213846053461513,0.399909683246242,0.0399974195213212,0.0506418940713502,1,0.475711244435843,0.524288755564157,0.433173108293277,0.600090316753758,-0.836617842667477,-0.510675107171252,4.14313472639153,10.7824709395998
"44",60646,2011,20,33,27,27745,22484,463,21,2975,3337,43,877,882,2843,72913,10606,7763,2843,6802,2297,85,13,527,429,1953,1956,1952,1.18940349612543,0.00311144635112201,0.810380248693458,0.0166876914759416,0.120273923229411,0.641335093343391,0.00801433151046577,0.0496888553648878,1,0.268055817461814,0.731944182538186,0.189619751306542,0.358664906656609,-1.66273452102919,-1.02536673403179,3.49650756146648,11.1970222285731
"45",60647,2011,125,305,218,87237,67135,6076,181,2430,45265,0,9374,2041,21438,51066,34219,12781,21438,10569,16502,230,2123,4670,9361,1939,1939,1939,3.49622293292984,0.00891317689003185,0.7695702511549,0.0696493460343661,0.518873872324816,0.308863496887694,0.00672141208100763,0.136473888775242,1,0.626494053011485,0.373505946988515,0.2304297488451,0.691136503112306,-1.46780924024414,-0.369417930422318,5.72031177660741,10.840874192705
"46",60649,2011,57,162,314,44516,867,41975,82,147,760,15,396,1034,16086,30135,21129,5043,16086,256,123,4663,15423,62,269,1944,1945,1939,3.63914098301734,0.00766718727814852,0.0194761434091113,0.942919399766376,0.0170725132536616,0.0121160490321359,0.220691939987695,0.00293435562497042,1,0.761323299730229,0.238676700269771,0.980523856590889,0.987883950967864,-0.0196683025954398,-0.0121900466676137,5.08759633523238,10.3134425659171
"47",60651,2011,151,562,388,63645,9626,41781,201,178,19854,0,10831,1028,11493,30963,19452,7959,11493,1446,1807,5253,7757,2149,3351,1939,1939,1939,8.83023018304659,0.0288916306806498,0.151245188153036,0.656469479142116,0.311949092623144,0.0743368291178285,0.270049352251696,0.110477071766399,1,0.59083898827884,0.40916101172116,0.848754811846964,0.925663170882172,-0.163984930791619,-0.0772448568552543,6.33150184989369,10.340548222234
"48",60652,2011,48,124,157,42616,12407,21404,152,156,13546,0,7855,642,2125,66288,13193,11068,2125,3771,466,5593,1272,2625,482,1958,1965,1958,2.90970527501408,0.00939892367164405,0.291134785057255,0.502252675051624,0.317861835930167,0.285833396498143,0.423936936254074,0.198969150306981,1,0.161070264534223,0.838929735465777,0.708865214942745,0.714166603501857,-0.344089876385968,-0.33663900562379,4.82028156560504,11.1017641643172
"49",60653,2011,43,134,109,31374,1507,29092,14,183,686,27,313,238,10061,25512,13700,3639,10061,365,95,3139,9750,127,202,1971,1973,1949,4.27105246382355,0.00978102189781022,0.0480334034550902,0.927264614011602,0.0218652387327086,0.0266423357664234,0.229124087591241,0.00927007299270073,1,0.734379562043796,0.265620437956204,0.95196659654491,0.973357664233577,-0.0492253324692681,-0.0270036752001017,4.89783979995091,10.1469042086899
"50",60654,2011,7,17,4,14607,11438,563,61,1548,1261,0,627,370,5731,88805,9896,4165,5731,3303,4505,158,287,217,322,2000,2001,1998,1.16382556308619,0.0017178658043654,0.783049222975286,0.038543164236325,0.0863284726500993,0.33377122069523,0.0159660468876314,0.021928051738076,1,0.579122877930477,0.420877122069523,0.216950777024714,0.66622877930477,-1.52808478515989,-0.406122154959024,2.83321334405622,11.3941982337014
"51",60655,2011,24,55,30,28179,25391,1982,30,185,1377,0,310,281,1016,86475,10128,9112,1016,8638,597,384,419,270,11,1954,1955,1954,1.95180808403421,0.0054304897314376,0.90106107384932,0.070336065864651,0.0488661769402747,0.852883096366509,0.037914691943128,0.0266587677725118,1,0.100315955766193,0.899684044233807,0.0989389261506796,0.147116903633491,-2.31325252678221,-1.91652774544445,4.00733318523247,11.3676106338054
"52",60656,2011,9,19,17,27455,23535,230,46,2030,3065,0,943,671,3938,54948,11608,7670,3938,7070,3081,0,154,647,409,1961,1964,1959,0.69204152249135,0.0016368022053756,0.857220906938627,0.00837734474594791,0.111637224549262,0.609062715368711,0,0.055737422467264,1,0.339248793935217,0.660751206064783,0.142779093061373,0.390937284631289,-1.94645664692846,-0.939208129224237,2.94443897916644,10.9141425624451
"53",60657,2011,29,47,27,68280,59488,1850,155,4587,4706,32,903,1265,23136,75685,36971,13835,23136,12455,19731,119,940,574,1587,1954,1953,1957,0.688342120679555,0.00127126666846988,0.871236086701816,0.0270943175161101,0.0689220855301699,0.336885667144519,0.00321873901165779,0.0155256822915258,1,0.625787779611046,0.374212220388954,0.128763913298184,0.663114332855481,-2.04977468082492,-0.410807855917854,3.85014760171006,11.2343352691967
"54",60659,2011,36,84,21,40153,20948,2531,123,11934,9095,0,3622,995,6701,47172,12763,6062,6701,4136,3408,201,635,857,1599,1947,1943,1950,2.09199810723981,0.00658152471989344,0.521704480362613,0.0630338953502852,0.226508604587453,0.324061740969991,0.0157486484368879,0.0671472224398652,1,0.525033299381023,0.474966700618977,0.478295519637387,0.675938259030009,-0.737526495604264,-0.391653539906112,4.43081679884331,10.7615557752099
"55",60660,2011,13,47,33,41774,25782,7170,150,5243,7652,29,2333,1067,12712,38303,20847,8135,12712,6336,7116,718,3255,884,1865,1952,1948,1956,1.12510173792311,0.00225452103420156,0.617178149087949,0.171637860870398,0.183176138267822,0.303928622823428,0.0344414064373771,0.0424041828560464,1,0.609775986952559,0.390224013047441,0.382821850912051,0.696071377176572,-0.960185539235026,-0.362303070491344,3.85014760171006,10.5532835010829
"56",60661,2011,2,11,1,7238,4977,547,15,1493,380,0,81,125,2870,95316,4722,1852,2870,1601,1808,64,195,81,103,2000,1996,2001,1.51975683890577,0.00232952138924185,0.687620889748549,0.0755733628074054,0.0525006907985631,0.339051249470563,0.0135535789919526,0.01715374841169,1,0.607793307920373,0.392206692079627,0.312379110251451,0.660948750529437,-1.16353773184572,-0.414078975374679,2.39789527279837,11.4649529664211
"57",60707,2011,21,55,35,42400,30613,2798,191,1302,12931,0,6425,1071,4783,56403,15445,10662,4783,8685,3272,544,508,2184,1480,1952,1958,1950,1.29716981132075,0.00356102298478472,0.722004716981132,0.0659905660377358,0.30497641509434,0.562317902233733,0.0352217546131434,0.141404985432179,1,0.309679507931369,0.690320492068631,0.277995283018868,0.437682097766267,-1.28015113299348,-0.826262436315672,4.00733318523247,10.9402776275609
"58",60827,2011,10,34,76,28355,2362,25684,3,0,1345,0,35,271,5771,36739,10137,4366,5771,662,207,3657,5504,186,162,1957,1960,1956,1.19908305413507,0.0033540495215547,0.0833010051137366,0.905801445953095,0.0474343149356375,0.0653053171549768,0.36075762059781,0.018348623853211,1,0.56930058202624,0.430699417973759,0.916698994886263,0.934694682845023,-0.0869761104628501,-0.0675353454317725,3.52636052461616,10.511594140108
"59",60601,2012,0,3,0,9791,6656,680,17,1895,581,0,341,202,4120,80613,6343,2223,4120,1966,2400,28,541,0,245,1991,1995,1980,0.306403840261465,0.000472962320668453,0.679807986926769,0.069451537125932,0.0593402103973036,0.309947974144726,0.00441431499290556,0,1,0.649534920384676,0.350465079615324,0.320192013073231,0.690052025855274,-1.13883442228705,-0.370988284443002,1.09861228866811,11.2974152058114
"60",60602,2012,0,1,0,1322,954,36,0,266,185,0,0,66,309,81750,637,328,309,191,240,8,0,55,16,1988,1999,1939,0.75642965204236,0.00156985871271586,0.721633888048411,0.027231467473525,0.139939485627837,0.299843014128728,0.0125588697017268,0.0863422291993721,1,0.485086342229199,0.514913657770801,0.278366111951589,0.700156985871272,-1.2788180822427,-0.356450703552099,0,11.3114210887595
"61",60603,2012,0,1,0,623,423,29,0,171,31,0,0,0,184,107056,261,77,184,55,134,0,14,0,15,1974,1977,1950,1.60513643659711,0.00383141762452107,0.678972712680578,0.0465489566613162,0.0497592295345104,0.210727969348659,0,0,1,0.704980842911877,0.295019157088123,0.321027287319422,0.789272030651341,-1.13622915223942,-0.236644238533112,0,11.5811073410226
"62",60604,2012,0,2,4,428,351,0,0,55,15,0,0,22,149,105984,289,140,149,118,132,0,0,15,0,1939,1939,1939,4.67289719626168,0.0069204152249135,0.820093457943925,0,0.0350467289719626,0.408304498269896,0,0.0519031141868512,1,0.515570934256055,0.484429065743945,0.179906542056075,0.591695501730104,-1.71531777372811,-0.524763131609772,0.693147180559945,11.5710434183049
"63",60605,2012,2,4,10,22887,13217,4919,17,3694,1084,0,542,498,6241,71362,12396,6155,6241,4143,3012,1104,1804,205,275,2000,2002,1996,0.174771704461048,0.000322684737011939,0.577489404465417,0.214925503560973,0.0473631319089439,0.334220716360116,0.0890609874152953,0.0165375927718619,1,0.503468860922878,0.496531139077122,0.422510595534583,0.665779283639884,-0.861540754310999,-0.406797069314955,1.38629436111989,11.175520793767
